class	region_va	base_va	name	rows	callers	strings
CHANGED	8002DF34	8002DE74	MenuExtended_AwardPinkSlipsCar__FR12tMenuCommand	173		
CHANGED	8002E504	8002E3B8	__15tGlobalMenuDefs	3207	Front_ConstructAll__Fv	
CHANGED	80032F80	80032E30	UpdateTrackFinishPoints__18tTournamentManager	129	AdvanceToNextTrack__18tTournamentManager	
CHANGED	800341B4	8003407C	LoadDescription__15tMissionManagerb	77	Front_InitMissions__FR9tFEStream	
CHANGED	800347D4	800346A4	Init_Memcard__FbT0	89	MainLoop__14tFEApplicationP5tMenu;Front_SecondaryMemCardCheck__Fv;GenericMenuSaveGame__Fi;MenuExtended_AwardPinkSlipsCar__FR12tMenuCommand	
CHANGED	80034938	80034800	DeInit_Memcard__Fv	42	MainLoop__14tFEApplicationP5tMenu;Front_SecondaryMemCardCheck__Fv;GenericMenuSaveGame__Fi;MenuExtended_AwardPinkSlipsCar__FR12tMenuCommand	
CHANGED	80034AC8	80034988	SaveGame__Fs	298	GenericMenuSaveGame__Fi	
CHANGED	80034F70	80034E18	LoadGame__FsbT1	388	Front_SecondaryMemCardCheck__Fv;GenericMenuLoadGame__Fi;DoMemCardStuff__25tScreenPinkSlipsCarSelect	
CHANGED	80035580	800353F0	SavePinkSlipsCars__Fss	236	SavePinkSlipsCarsWithErrorDialogs__Fsss	
CHANGED	80035F20	80035D68	SetupCurrCredit__14tCreditManager	214	Draw__14tCreditManagerb	
CHANGED	800388C0	800386C8	PreLoad__11tScreenMain	39		
CHANGED	8003895C	800388D4	Initialize__11tScreenMain	221		
CHANGED	80038D60	80038B68	DrawBackground__16tScreenPinkSlips	390		
CHANGED	80039580	80039320	Cleanup__16tScreenPinkSlips	31		
CHANGED	8003AC64	8003A9D4	DrawCar__FR8tCarInfossffcbUl7tPlayer	125	DrawForeground__16tScreenCarSelect;DrawForeground__16tScreenCarSelect;DrawBackground__20tScreenCarSelectDuel;DrawBackground__20tScreenCarSelectDuel	
CHANGED	8003C268	8003BF90	ProcessInput__16tScreenCarSelect7tPlayerR13tInputKeyTypeR12tMenuCommand	111	ProcessInput__25tScreenPinkSlipsCarSelect7tPlayerR13tInputKeyTypeR12tMenuCommand	
CHANGED	8003CAE4	8003C7D8	DrawForeground__16tScreenCarSelect	566		
CHANGED	8003E4C0	8003E190	DrawVideoWall__25tScreenCarSelectTwoPlayers	104		
CHANGED	8003E660	8003E330	GetShapeInfo__25tScreenCarSelectTwoPlayerRsT1PPcT3	58		
CHANGED	8003F140	8003EDC0	Initialize__25tScreenCarSelectTwoPlayer	32	Initialize__25tScreenPinkSlipsCarSelect	
CHANGED	8003F2C4	8003EF14	DoMemCardStuff__25tScreenPinkSlipsCarSelect	193	DrawBackground__25tScreenPinkSlipsCarSelect	
CHANGED	8003F5E8	8003F24C	Initialize__25tScreenPinkSlipsCarSelect	28		
CHANGED	8003F93C	8003F590	ProcessInput__25tScreenPinkSlipsCarSelect7tPlayerR13tInputKeyTypeR12tMenuCommand	58		
CHANGED	8003FA24	8003F638	GetShapeInfo__25tScreenPinkSlipsCarSelectRsT1PPcT3	30		
CHANGED	800408A8	800404D8	DrawForeground__18tScreenTournSelect	42		
CHANGED	80042AE0	80042700	DrawOneRecord__19tScreenTrackRecordsibi	156	DrawRecords__19tScreenTrackRecordss;DrawRecords__19tScreenTrackRecordss	
CHANGED	80047EC0	80047AD8	DrawForeground__14tScreenMemcard	67		
CHANGED	80048230	80047DD8	Cleanup__14tScreenMemcard	36		
CHANGED	8004830C	80047E8C	GetShapeInfo__15tScreenCongratsRsT1PPcT3	148		
CHANGED	800493DC	80048F64	DrawCongratsMessage__23tScreenTournamentTrophy	185		
CHANGED	800499B0	8004952C	DrawCongratsMessage__23tScreenBeTheCopCongrats	48		
CHANGED	80049CC8	80049840	StatChk_IsRecordLapTime__FP10Car_tStatssPs	207	RunPostGame__14tFEApplication;MenuExtended_FinishedPlayer1GetName__FR12tMenuCommand;MenuExtended_FinishedPlayer2GetName__FR12tMenuCommand	
CHANGED	8004A194	80049D0C	StatChk_IsTopTime__FP10Car_tStatss	299	RunPostGame__14tFEApplication;MenuExtended_FinishedPlayer1GetName__FR12tMenuCommand;MenuExtended_FinishedPlayer2GetName__FR12tMenuCommand	
CHANGED	8004A640	8004A1B8	StatChk_SaveTopTime__FP10Car_tStatss	437	MenuExtended_FinishedPlayer1GetName__FR12tMenuCommand;MenuExtended_FinishedPlayer2GetName__FR12tMenuCommand	
CHANGED	8004AD40	8004A868	Stattool_nCreateIndex__FiPiPs	77	StatChk_IsRecordLapTime__FP10Car_tStatssPs;StatChk_SaveTopTime__FP10Car_tStatss	
CHANGED	8004AF8C	8004AAB4	UserNameUpperCaseOneLetter__FPc	72	Stattool_SamNelsonsUpperLowerStringConverterForRecords__FPc;Stattool_SamNelsonsUpperLowerStringConverterForRecords__FPc;StatTool_UpperCaseItKeepingInMindThoseBloodySpecialCharacters__FPc	
CHANGED	8004D1C4	8004CCE4	Movie_Play__Fc	134	play_movie__Fc	
CHANGED	80051698	800511B0	videodecode__FP11VIDEOSTRUCTP14STREAMCHUNKHDRii	258	VIDEO_updateframexy__Fiii	
CHANGED	80051AA0	800515B8	func_80051AA0	6579		
CHANGED	800644B4	80063CC4	HighExecute__10AIHigh_Cop	1464		
CHANGED	8006FEF8	8006F6F8	AIScript_Assign__FP10AIScript_tPA7_25AIScript_tReactionDetails	8	AIPerson_SetPersonality__FP8Car_tObji	
CHANGED	800701BC	8006F9A4	AIState_StartUp__Fv	16	AIHigh_StartUp__Fv	
CHANGED	800701FC	8006F9C4	AIState_Restart__Fv	16	AIHigh_Restart2__Fv	
REGION-ONLY	800702E4		func_800702E4	19	__11AIHigh_BaseP8Car_tObj;HighExecute__18AIHigh_BTC_Wingman;HighExecute__18AIHigh_BTC_Wingman;HighExecute__18AIHigh_BTC_Wingman	
REGION-ONLY	80070330		func_80070330	15	___12AIState_None;___12AIState_Base;___17AIState_NonActive;___12AIState_Base_8005F680	
CHANGED	800754C8	80074BE8	AudioClc_CalcAzimuth__FP17DRender_tCalcViewP8coorddef	96	AudioClc_SoundPlayersCar__Fi;AudioTrk_AddCustomObject__FP9AudioElemiP8coorddefiP8Car_tObji	
CHANGED	8007571C	80074E24	AudioClc_CalcTrackAzimuth__FP17DRender_tCalcViewP8Car_tObj	85		
REGION-ONLY	8007593C		func_8007593C	61	AudioClc_SoundCars__Fv	
CHANGED	80075A30	80075028	AudioClc_SoundCloseCar__Fii	318	AudioClc_SoundCars__Fv;AudioClc_SoundCars__Fv;AudioClc_SoundCars__Fv;AudioClc_SoundCars__Fv	
CHANGED	80075F28	80075508	AudioClc_SoundPlayersCar__Fi	465	AudioClc_SoundCars__Fv;AudioClc_SoundCars__Fv;AudioClc_SoundCars__Fv	
CHANGED	80076B90	80076160	AudioClc_SoundCars__Fv	180	Sim_ProcessSimSchedules__Fv	
CHANGED	80076E60	80076420	AudioCmn_MusicLevel__Fi	14	AudioCmn_Reset__Fv;MPause_MusicLogic__Fc;MPause_MusicLogic__Fc	
CHANGED	80077174	8007675C	AudioCmn_LoadAsyncSfx__FiiPvi	99	CopSpeak_ReadyNextRequest__Fv;CopSpeak_ReadyNextRequest__Fv;CopSpeak_ReadyNextRequest__Fv;CopSpeak_ReadyNextRequest__Fv	
CHANGED	800775EC	80076BEC	AudioCmn_Reset__Fv	196	Nfs2_ResetGame__Fv	
CHANGED	80078AF8	80078140	AudioCmn_PlayDoppleredSound__Fiiiiii	153	AudioCmn_PlaySound__Fiiiii;AudioCmn_PlaySFX__Fiiiiii;AudioCmn_PlaySFX__Fiiiiii	
CHANGED	80078D88	800783CC	AudioCmn_PlaySFX__Fiiiiii	343	AudioClc_SoundOpponentHorn__Fiiii;AudioCmn_SFX__Fi6s_typeT1iii;AudioCmn_SFX__Fi6s_typeT1iii;AudioCmn_SFX__Fi6s_typeT1iii	
CHANGED	800792E4	800788BC	AudioCmn_SoundCar__FP8Car_tObjiiiiiii	540		
CHANGED	80079B54	80079104	AudioCmn_TrafficSFX__Fiiiiiiii	177	AudioClc_SoundPlayersCar__Fi	
CHANGED	8007A6A0	80079C18	AudioCmn_UnPause__Fv	28	Sim_ProcessPause__Fv;Sim_MainGameLoop__Fv	
CHANGED	8007AC48	8007A1DC	AudioMus_Fail__Fi	39	AudioMus_Server__Fii;AudioMus_Server__Fii;AudioMus_Server__Fii	
CHANGED	8007ACE4	8007A258	AudioMus_QueueRequestedSong__Fv	40	AudioMus_Server__Fii;AudioMus_Server__Fii;AudioMus_PlaySong__FPc	
CHANGED	8007AE4C	8007A3D0	AudioMus_Server__Fii	242		
CHANGED	8007BF3C	8007B5A8	AudioEng_Set__Fiiiiiiii	164	AudioCmn_SoundCar__FP8Car_tObjiiiiiii	
CHANGED	8007E71C	8007DD74	SetupChunkBuildList__FP13DRender_tView	224	BWorld_OnyxBuildFacets__FP13DRender_tView	
CHANGED	8007EEA8	8007E4AC	BWorld_OpenContext__Fii	56	BWorld_Init__Fv;BWorld_Init__Fv	
CHANGED	8007EFEC	8007E5C8	BWorld_Init__Fv	187	Nfs2_GameModuleStartUp__FPi	
CHANGED	8008A300	800898DC	Car_DoPostCollisionStuff__FP8Car_tObj	180		
CHANGED	8008BE88	8008B3FC	InstanceGroup__5ChunkP15SerializedGroupP9SimpleMem	354	Track_Init__FPc	
CHANGED	80098F24	80098434	Lose__Q26Speech13MobileSpeaker	209		
CHANGED	8009A0D0	800995F0	CopSpeak_InitRequest__FP17CopSpeak_tRequest	13	AudioCmn_GetAsyncSfx__Fiib;AudioCmn_CheckState__FP8Car_tObj;CopSpeak_InitVars__Fv;CopSpeak_DirectRequest__FillP8Car_tObjPc	
CHANGED	8009A168	80099684	CopSpeak_Alloc__FP17CopSpeak_tRequest	32	CopSpeak_LoadNextRequest__Fv	
CHANGED	8009A1E8	8009971C	CopSpeak_Free__FP17CopSpeak_tRequest	45	CopSpeak_ReadyNextRequest__Fv	
CHANGED	8009A29C	800997AC	CopSpeak_ReadyNextRequest__Fv	176		
REGION-ONLY	8009A5AC		func_8009A5AC	44	AudioCmn_Reset__Fv;AudioCmn_UnPauseAndRestart__Fv;CopSpeak_Stop__Fv	
CHANGED	8009A710	80099B70	CopSpeak_InitVars__Fv	32	CopSpeak_StartUp__Fv	
CHANGED	8009A790	80099BEC	CopSpeak_DirectRequest__FillP8Car_tObjPc	49	SubmitRequest__6Speechlll	
CHANGED	8009A854	80099C98	CopSpeak_GenericBankRequest__FiP8Car_tObj	47	SubmitRequest__6Speechlll	
CHANGED	8009B09C	8009A4C8	CopSpeak_Request__FP17CopSpeak_tRequest	84	AudioCmn_GetAsyncSfx__Fiib;AudioCmn_CheckState__FP8Car_tObj;AudioCmn_CheckState__FP8Car_tObj;AudioCmn_CheckState__FP8Car_tObj	
CHANGED	8009B21C	8009A634	CopSpeak_LoadNextRequest__Fv	135		
CHANGED	8009B438	8009A828	CopSpeak_PlayNextRequest__Fv	81		
REGION-ONLY	8009B57C		func_8009B57C	192	AudioClc_SoundSpeech__Fv;AudioCmn_Reset__Fv;AudioTrk_PreLoad__Fv	
CHANGED	8009C7C8	8009BD9C	GameSetup_StartUp__FPi	263	Nfs2_GameModuleStartUp__FPi	
CHANGED	8009EEAC	8009E3E8	MPause_MusicLogic__Fc	192	MPause_Logic__Fv	
CHANGED	800A3990	800A2E84	Newton_TestForUndrivableSurfaces__FP13BO_tNewtonObj	492	Collide_CheckMeForCollisions__FP13BO_tNewtonObj	
CHANGED	800A4A6C	800A3F08	NFS4_LoadPerps__Fv	172	Nfs2_GameModuleStartUp__FPi	
CHANGED	800A5DCC	800A5258	Object_KillStatus__Fv	28	BWorld_Restart__Fv;BWorld_DeInit__Fv	
REGION-ONLY	800A7788		func_800A7788	14	Track_Init__FPc	
REGION-ONLY	800A77C0		func_800A77C0	9	Track_DeInit__Fv	
REGION-ONLY	800A77E4		func_800A77E4	10		
REGION-ONLY	800A780C		func_800A780C	6		
REGION-ONLY	800A7824		func_800A7824	8	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	
REGION-ONLY	800A7844		func_800A7844	8	___23ObjectFinishedMultiAnim	
REGION-ONLY	800A7864		func_800A7864	8	Object_CheckCollisionResults__FP18Object_tSimObjListiP13BO_tNewtonObj	
REGION-ONLY	800A7884		func_800A7884	8	___22ObjectFinishedSignAnim	
CHANGED	800ACDF8	800AC164	Physics_Real__FP8Car_tObj	1273	Physics_SimCar__FP8Car_tObj	
CHANGED	800B0868	800AFBD0	R3DCar_InsertCarFacet__FP8Car_tObjP13DRender_tView	1153	R3DCar_InsertCarFacetZ__FP8Car_tObjP13DRender_tView	
CHANGED	800B2E30	800B2174	R3DCar_InsertCarFacetII__FP8Car_tObj	382	R3DCar_InsertAllListFacet__FP13DRender_tView	
CHANGED	800B3F80	800B32B8	Render_RenderWorld__FP13DRender_tView	41	Render_RenderPlayerView__Fii	
CHANGED	800B4170	800B34A8	Render_Render__Fi	82	Sim_MainGameLoop__Fv	
CHANGED	800B46D4	800B3A04	Render_InitBlurMode__Fv	27	Render_InitTrackRender__Fv	
CHANGED	800B92D8	800B8604	Stats_ExtrapolateOpponentTimes__Fi	490	HandlePullOver__13AIHigh_Player;Sim_ProcessPause__Fv;Stats_TrackEndGame__Fv	
REGION-ONLY	800BB2F4		func_800BB2F4	57	Track_Init__FPc	
CHANGED	800BB5B4	800BA808	Track_Init__FPc	291	BWorld_Init__Fv	
CHANGED	800BBA40	800BAC74	Track_DeInit__Fv	55	BWorld_DeInit__Fv	
CHANGED	800BC958	800BBB84	Audio_InitDriver__Fii	61	RunDemoVideo__14tFEApplication;Init_PSX_FrontEnd__Fv;Nfs2_GameModuleStartUp__FPi;main	
CHANGED	800BEBC0	800BDDD8	Draw_SetViewMemBudget__Fii	11	PSXFront_AllocateDrawMemory__Fv	
CHANGED	800BEC4C	800BDE60	AllocatePrimitivesBuffer__Fv	39	Draw_CheckFirstFrameRender__Fv	
CHANGED	800BEDAC	800BE060	Draw_StartRenderingView__Fi	60	Redraw__14tFEApplication;DisplayLoadingText__7tScreen;Render_StartRenderingWorldView__Fi;Render_RenderPauseMenuView__Fv	
CHANGED	800C47B4	800C3A30	DrawC_PrimHalo__FP10matrixtdefP8coorddefP16Transformer_zObjiiiP13Draw_CarCache	301	R3DCar_InsertCarFacetII__FP8Car_tObj;R3DCar_InsertCarFacetMenuII__FP8Car_tObji	
CHANGED	800C7BC8	800C6E38	DrawW_kCtrlWorld_High__FP25Draw_tGiveShelbyMoreCache	26	DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry;DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry;DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry;DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry	
CHANGED	800C7C30	800C6EB8	DrawW_StripDraw_High__FP25Draw_tGiveShelbyMoreCache	52	DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry;DrawW_DoTrough__FP13DRender_tViewP11tBuildEntry	
CHANGED	800D2B5C	800D1DFC	Hud_DebugInfo__Fv	2	Hud_RenderHudView__Fv;Hud_Render__Fv	
CHANGED	800D5A44	800D4E70	Hud_BuildNumbers__Fi	758	Hud_RenderHudView__Fv	
CHANGED	800D9938	800D8D64	Hud_ParseTime__FiPc	97	RaceSummary__Fv;RaceSummary__Fv;RaceStatistics__Fv;RaceStatistics__Fv	
REGION-ONLY	800DCEA4		func_800DCEA4	2	Init_Memcard__FbT0;DeInit_Memcard__Fv;SaveGame__Fs;SaveGame__Fs	
REGION-ONLY	800DCEAC		func_800DCEAC	2		
CHANGED	800DCF74	800DC378	Platform_SysStartUp__Fv	58	Nfs2_SystemNLibStartUp__Fv	
CHANGED	800E4CF4	800E40E8	padinit	27	Init_Memcard__FbT0;DeInit_Memcard__Fv;initjoy	
CHANGED	800E4D60	800E4158	PAD_restore	17	Init_Memcard__FbT0;DeInit_Memcard__Fv	
CHANGED	800E4DA4	800E41AC	PAD_state	20	FEInput_GetNoDebounceKey__Fii;FEInput_GetNoDebounceKey__Fii;DrawCongratsMessage__23tScreenBeTheCopCongrats;Movie_Play__Fc	
CHANGED	800E4E08	800E4210	PAD_update	63	CalculateDimensions__11tDialogHelp;FEInput_GetNoDebounceKey__Fii;Front_ResetPSXController__Fii;GetPSXPadValue__Fii	
CHANGED	800E50A8	800E44BC	sprintf	180	DrawHelpIcons__14tFEApplication;MainLoop__14tFEApplicationP5tMenu;FeAudio_AsyncPlaySpeech__Fii;FeAudio_InitCommentary__Fii	
MERGED-INTO:sprintf	800E5378		func_800E5378	3		
MERGED-INTO:sprintf	800E5384		func_800E5384	11		
MERGED-INTO:sprintf	800E53B0		func_800E53B0	22		
MERGED-INTO:func_800E53B0	800E5408		func_800E5408	72		
MERGED-INTO:sprintf	800E5528		func_800E5528	64		
MERGED-INTO:func_800E5528	800E5628		func_800E5628	8		
MERGED-INTO:func_800E5528	800E5648		func_800E5648	66		
MERGED-INTO:func_800E5528	800E5750		func_800E5750	8		
MERGED-INTO:func_800E5528	800E5770		func_800E5770	35		
MERGED-INTO:func_800E5528	800E57FC		func_800E57FC	79		
CHANGED	800F09B4	800F0058	PadInfoAct	35		
MERGED-INTO:PadInfoAct	800F0A40		func_800F0A40	3		
MERGED-INTO:PadInfoAct	800F0A4C		func_800F0A4C	3		
MERGED-INTO:PadInfoAct	800F0A58		func_800F0A58	3		
MERGED-INTO:PadInfoAct	800F0A64		func_800F0A64	9		
CHANGED	800F7990	800F7034	FntPrint	138		
MERGED-INTO:FntPrint	800F7BB8		func_800F7BB8	30		
MERGED-INTO:FntPrint	800F7C30		func_800F7C30	8		
MERGED-INTO:FntPrint	800F7C50		func_800F7C50	67		
CHANGED	800FA444	800F9AE8	CD_systaskfunc	108		
CHANGED	800FA5F4	800F9C44	CD_timerfunc	24		
CHANGED	800FA654	800F9CA4	CdReadyHandler	300		
CHANGED	800FB028	800FA678	CD_Read	162	readfile	
CHANGED	800FB7D8	800FAE2C	MemCardCmd_cb	28		
MERGED-INTO:MemCardCmd_cb	800FB848		func_800FB848	25		
MERGED-INTO:MemCardCmd_cb	800FB8AC		func_800FB8AC	19		
MERGED-INTO:MemCardCmd_cb	800FB8F8		func_800FB8F8	69		
REGION-ONLY	801053B8		func_801053B8	4	ResetGraph	
CHANGED	80107A2C	80107080	CD_get_intr	266	CD_sync;CD_ready;CD_cw;_cd_intr_dispatch	
MERGED-INTO:CD_get_intr	80107E54		func_80107E54	32		
MERGED-INTO:CD_get_intr	80107ED4		func_80107ED4	45		
CHANGED	8010B4BC	8010A880	iSNDdmtransfer	129	iSNDdmcallback;iSNDdmservice	
CHANGED	8010D89C	8010CC40	iSNDsin	2521	iSNDlibatodlrv	
